onset	duration	node	response_time	accuracy
12	1	3	0.647	1
16	1	1	0.393	1
20	1	7	0.328	1
24	1	9	0.332	1
28	1	10	0.354	1
32	1	6	0.251	1
36	1	5	0.341	1
40	1	4	0.273	1
44	1	11	0.266	1
48	1	2	0.258	1
52	1	8	0.317	1
56	1	12	0.254	1
60	1	3	0.324	1
64	1	4	0.351	1
72	1	10	0.544	1
76	1	6	0.411	1
84	1	1	0.291	1
92	1	5	0.289	1
96	1	8	0.342	1
104	1	11	0.322	1
108	1	2	0.440	1
112	1	7	0.365	1
116	1	12	0.309	1
120	1	9	0.376	1
124	1	12	0.365	1
128	1	9	0.329	1
132	1	1	0.278	1
148	1	11	0.413	1
152	1	7	0.338	1
156	1	8	0.314	1
160	1	2	0.237	1
164	1	5	0.401	1
168	1	3	0.243	1
176	1	4	0.258	1
180	1	10	0.362	1
192	1	6	0.323	1
196	1	11	0.370	1
208	1	4	0.406	1
212	1	7	0.417	1
216	1	1	0.469	1
220	1	8	0.512	1
224	1	12	0.336	1
228	1	10	0.470	1
232	1	9	0.391	1
236	1	2	0.284	1
240	1	3	0.276	1
244	1	5	0.319	1
248	1	6	0.247	1
