onset	duration	node	response_time	accuracy
12	1	3	0.612	1
16	1	1	0.340	1
20	1	7	0.327	1
24	1	9	0.321	1
28	1	10	0.363	1
32	1	6	0.306	1
36	1	5	0.378	1
40	1	4	0.273	1
44	1	11	0.232	1
48	1	2	0.341	1
52	1	8	0.373	1
56	1	12	0.324	1
60	1	3	0.328	1
64	1	4	0.367	1
72	1	10	0.371	1
76	1	6	0.543	1
84	1	1	0.327	1
92	1	5	0.376	1
96	1	8	0.283	1
104	1	11	0.300	1
108	1	2	0.270	1
112	1	7	0.433	1
116	1	12	0.325	1
120	1	9	0.314	1
124	1	12	0.386	1
128	1	9	0.255	1
132	1	1	0.234	1
148	1	11	0.270	1
152	1	7	0.230	1
156	1	8	0.317	1
160	1	2	0.276	1
164	1	5	0.382	1
168	1	3	0.281	1
176	1	4	0.273	1
180	1	10	0.320	1
192	1	6	0.290	1
196	1	11	0.562	1
208	1	4	0.353	1
212	1	7	0.455	1
216	1	1	0.461	1
220	1	8	0.451	1
224	1	12	0.355	1
228	1	10	0.335	1
232	1	9	0.492	1
236	1	2	0.363	1
240	1	3	0.281	1
244	1	5	0.529	1
248	1	6	0.460	1
