run	trial	onset	stimtype	itemnum	cresp	resp	acc	rt
1	1	12	1	28	1	1	1	1.701
1	2	15	1	14	1	1	1	0.671
1	3	18	1	1	1	1	1	0.530
1	4	21	1	21	1	1	1	0.587
1	5	24	1	21	2	2	1	0.361
1	6	27	1	33	1	1	1	0.423
1	7	30	1	35	1	1	1	0.396
1	8	33	1	56	1	1	1	0.495
1	9	36	NaN	NaN	NaN	NaN	NaN	NaN
1	10	39	NaN	NaN	NaN	NaN	NaN	NaN
1	11	42	NaN	NaN	NaN	NaN	NaN	NaN
1	12	45	NaN	NaN	NaN	NaN	NaN	NaN
1	13	48	2	13	1	1	1	0.534
1	14	51	2	18	1	1	1	0.508
1	15	54	2	59	1	1	1	0.475
1	16	57	2	43	1	1	1	0.472
1	17	60	2	8	1	1	1	0.459
1	18	63	2	8	2	2	1	0.465
1	19	66	2	63	1	1	1	0.455
1	20	69	2	41	1	2	0	0.664
1	21	72	NaN	NaN	NaN	NaN	NaN	NaN
1	22	75	NaN	NaN	NaN	NaN	NaN	NaN
1	23	78	NaN	NaN	NaN	NaN	NaN	NaN
1	24	81	NaN	NaN	NaN	NaN	NaN	NaN
1	25	84	3	33	1	1	1	0.813
1	26	87	3	41	1	1	1	0.696
1	27	90	3	21	1	1	1	0.570
1	28	93	3	38	1	1	1	0.510
1	29	96	3	46	1	1	1	0.520
1	30	99	3	22	1	1	1	0.477
1	31	102	3	62	1	1	1	0.499
1	32	105	3	62	2	2	1	0.486
1	33	108	NaN	NaN	NaN	NaN	NaN	NaN
1	34	111	NaN	NaN	NaN	NaN	NaN	NaN
1	35	114	NaN	NaN	NaN	NaN	NaN	NaN
1	36	117	NaN	NaN	NaN	NaN	NaN	NaN
1	37	120	1	15	1	1	1	0.581
1	38	123	1	43	1	1	1	0.664
1	39	126	1	58	1	1	1	0.520
1	40	129	1	53	1	1	1	0.575
1	41	132	1	53	2	2	1	0.711
1	42	135	1	41	1	1	1	0.445
1	43	138	1	39	1	1	1	0.640
1	44	141	1	23	1	1	1	0.542
1	45	144	NaN	NaN	NaN	NaN	NaN	NaN
1	46	147	NaN	NaN	NaN	NaN	NaN	NaN
1	47	150	NaN	NaN	NaN	NaN	NaN	NaN
1	48	153	NaN	NaN	NaN	NaN	NaN	NaN
1	49	156	3	51	1	1	1	0.492
1	50	159	3	20	1	1	1	0.547
1	51	162	3	8	1	1	1	0.467
1	52	165	3	8	2	2	1	0.579
1	53	168	3	17	1	1	1	0.469
1	54	171	3	1	1	1	1	0.556
1	55	174	3	32	1	1	1	0.507
1	56	177	3	3	1	1	1	0.456
1	57	180	NaN	NaN	NaN	NaN	NaN	NaN
1	58	183	NaN	NaN	NaN	NaN	NaN	NaN
1	59	186	NaN	NaN	NaN	NaN	NaN	NaN
1	60	189	NaN	NaN	NaN	NaN	NaN	NaN
1	61	192	2	44	1	1	1	0.591
1	62	195	2	62	1	1	1	0.913
1	63	198	2	60	1	1	1	0.680
1	64	201	2	36	1	1	1	0.649
1	65	204	2	33	1	1	1	0.510
1	66	207	2	33	2	2	1	0.504
1	67	210	2	47	1	1	1	0.742
1	68	213	2	45	1	1	1	0.548
1	69	216	NaN	NaN	NaN	NaN	NaN	NaN
1	70	219	NaN	NaN	NaN	NaN	NaN	NaN
1	71	222	NaN	NaN	NaN	NaN	NaN	NaN
1	72	225	NaN	NaN	NaN	NaN	NaN	NaN
1	73	228	2	17	1	1	1	0.699
1	74	231	2	29	1	1	1	0.863
1	75	234	2	6	1	1	1	0.443
1	76	237	2	1	1	1	1	0.555
1	77	240	2	1	2	2	1	1.592
1	78	243	2	15	1	1	1	0.663
1	79	246	2	48	1	1	1	0.414
1	80	249	2	34	1	1	1	0.427
1	81	252	NaN	NaN	NaN	NaN	NaN	NaN
1	82	255	NaN	NaN	NaN	NaN	NaN	NaN
1	83	258	NaN	NaN	NaN	NaN	NaN	NaN
1	84	261	NaN	NaN	NaN	NaN	NaN	NaN
1	85	264	3	2	1	1	1	0.597
1	86	267	3	40	1	1	1	0.565
1	87	270	3	59	1	1	1	0.532
1	88	273	3	49	1	1	1	0.426
1	89	276	3	49	2	2	1	0.433
1	90	279	3	48	1	1	1	0.398
1	91	282	3	43	1	1	1	0.485
1	92	285	3	57	1	1	1	0.417
1	93	288	NaN	NaN	NaN	NaN	NaN	NaN
1	94	291	NaN	NaN	NaN	NaN	NaN	NaN
1	95	294	NaN	NaN	NaN	NaN	NaN	NaN
1	96	297	NaN	NaN	NaN	NaN	NaN	NaN
1	97	300	1	51	1	1	1	0.594
1	98	303	1	46	1	1	1	0.583
1	99	306	1	30	1	1	1	0.365
1	100	309	1	59	1	1	1	0.391
1	101	312	1	25	1	1	1	0.594
1	102	315	1	25	2	2	1	0.594
1	103	318	1	2	1	1	1	0.597
1	104	321	1	11	1	1	1	0.729
1	105	324	NaN	NaN	NaN	NaN	NaN	NaN
1	106	327	NaN	NaN	NaN	NaN	NaN	NaN
1	107	330	NaN	NaN	NaN	NaN	NaN	NaN
1	108	333	NaN	NaN	NaN	NaN	NaN	NaN
