task	run	trial	onset	item	fixtime	fixcol	resp	acc	rt
1	2	1	12	12	0.550	2	1	0	0.401
1	2	2	16	NaN	NaN	NaN	NaN	NaN	NaN
1	2	3	20	8	0.350	2	2	1	0.385
1	2	4	24	5	0.800	2	2	1	0.338
1	2	5	28	4	0.750	2	2	1	0.267
1	2	6	32	9	0.150	2	2	1	0.408
1	2	7	36	2	0.300	2	2	1	0.304
1	2	8	40	7	0.900	1	1	1	0.291
1	2	9	44	1	0.350	2	2	1	0.356
1	2	10	48	NaN	NaN	NaN	NaN	NaN	NaN
1	2	11	52	3	0.250	1	1	1	0.378
1	2	12	56	10	0.850	2	2	1	0.328
1	2	13	60	11	0.100	2	2	1	0.364
1	2	14	64	6	0.400	1	1	1	0.515
1	2	15	68	5	0.700	1	1	1	0.343
1	2	16	72	7	0.500	1	1	1	0.373
1	2	17	76	9	0.700	1	1	1	0.283
1	2	18	80	3	0.400	1	1	1	0.270
1	2	19	84	NaN	NaN	NaN	NaN	NaN	NaN
1	2	20	88	6	0.700	2	2	1	0.317
1	2	21	92	12	0.150	1	1	1	0.456
1	2	22	96	NaN	NaN	NaN	NaN	NaN	NaN
1	2	23	100	11	0.300	2	2	1	0.330
1	2	24	104	4	0.300	1	1	1	0.460
1	2	25	108	NaN	NaN	NaN	NaN	NaN	NaN
1	2	26	112	2	0.500	1	1	1	0.319
1	2	27	116	8	0.150	2	2	1	0.433
1	2	28	120	1	0.550	1	1	1	0.301
1	2	29	124	10	0.200	2	2	1	0.356
1	2	30	128	7	0.800	2	2	1	0.350
1	2	31	132	5	0.400	1	1	1	0.378
1	2	32	136	NaN	NaN	NaN	NaN	NaN	NaN
1	2	33	140	6	0.500	2	2	1	0.321
1	2	34	144	9	0.650	1	1	1	0.741
1	2	35	148	3	0.750	2	2	1	0.574
1	2	36	152	1	0.700	2	2	1	0.263
1	2	37	156	NaN	NaN	NaN	NaN	NaN	NaN
1	2	38	160	10	0.650	2	2	1	0.539
1	2	39	164	4	0.750	1	1	1	0.353
1	2	40	168	12	0.900	2	2	1	0.343
1	2	41	172	11	0.750	1	1	1	0.361
1	2	42	176	2	0.500	2	2	1	0.338
1	2	43	180	NaN	NaN	NaN	NaN	NaN	NaN
1	2	44	184	NaN	NaN	NaN	NaN	NaN	NaN
1	2	45	188	8	0.350	1	1	1	0.419
1	2	46	192	7	0.200	2	2	1	0.335
1	2	47	196	6	0.700	2	2	1	0.404
1	2	48	200	5	0.650	1	1	1	0.393
1	2	49	204	9	0.650	2	2	1	0.296
1	2	50	208	2	0.450	1	1	1	0.381
1	2	51	212	NaN	NaN	NaN	NaN	NaN	NaN
1	2	52	216	4	0.300	1	1	1	0.467
1	2	53	220	NaN	NaN	NaN	NaN	NaN	NaN
1	2	54	224	3	0.400	2	2	1	0.451
1	2	55	228	12	0.800	1	1	1	0.292
1	2	56	232	11	0.250	1	1	1	0.367
1	2	57	236	10	0.700	1	1	1	0.315
1	2	58	240	8	0.400	1	1	1	0.312
1	2	59	244	1	0.800	1	1	1	0.311
1	2	60	248	NaN	NaN	NaN	NaN	NaN	NaN
