onset	duration	node	response_time	accuracy
12	1	12	0.401	0
20	1	8	0.385	1
24	1	5	0.338	1
28	1	4	0.267	1
32	1	9	0.408	1
36	1	2	0.304	1
40	1	7	0.291	1
44	1	1	0.356	1
52	1	3	0.378	1
56	1	10	0.328	1
60	1	11	0.364	1
64	1	6	0.515	1
68	1	5	0.343	1
72	1	7	0.373	1
76	1	9	0.283	1
80	1	3	0.270	1
88	1	6	0.317	1
92	1	12	0.456	1
100	1	11	0.330	1
104	1	4	0.460	1
112	1	2	0.319	1
116	1	8	0.433	1
120	1	1	0.301	1
124	1	10	0.356	1
128	1	7	0.350	1
132	1	5	0.378	1
140	1	6	0.321	1
144	1	9	0.741	1
148	1	3	0.574	1
152	1	1	0.263	1
160	1	10	0.539	1
164	1	4	0.353	1
168	1	12	0.343	1
172	1	11	0.361	1
176	1	2	0.338	1
188	1	8	0.419	1
192	1	7	0.335	1
196	1	6	0.404	1
200	1	5	0.393	1
204	1	9	0.296	1
208	1	2	0.381	1
216	1	4	0.467	1
224	1	3	0.451	1
228	1	12	0.292	1
232	1	11	0.367	1
236	1	10	0.315	1
240	1	8	0.312	1
244	1	1	0.311	1
