task	run	trial	onset	item	fixtime	fixcol	resp	acc	rt
1	1	1	12	12	0.650	2	2	1	0.543
1	1	2	16	NaN	NaN	NaN	NaN	NaN	NaN
1	1	3	20	7	0.200	1	1	1	0.366
1	1	4	24	6	0.700	1	1	1	0.328
1	1	5	28	1	0.450	1	1	1	0.408
1	1	6	32	5	0.100	2	2	1	0.373
1	1	7	36	9	0.350	2	2	1	0.368
1	1	8	40	10	0.500	1	1	1	0.340
1	1	9	44	2	0.300	1	1	1	0.298
1	1	10	48	NaN	NaN	NaN	NaN	NaN	NaN
1	1	11	52	NaN	NaN	NaN	NaN	NaN	NaN
1	1	12	56	3	0.800	1	1	1	0.421
1	1	13	60	11	0.600	2	2	1	0.319
1	1	14	64	4	0.550	1	1	1	0.337
1	1	15	68	NaN	NaN	NaN	NaN	NaN	NaN
1	1	16	72	8	0.700	2	2	1	0.272
1	1	17	76	1	0.750	1	1	1	0.303
1	1	18	80	6	0.500	1	1	1	0.287
1	1	19	84	NaN	NaN	NaN	NaN	NaN	NaN
1	1	20	88	4	0.850	2	2	1	0.252
1	1	21	92	3	0.550	2	2	1	0.308
1	1	22	96	7	0.400	2	2	1	0.334
1	1	23	100	5	0.700	1	1	1	0.291
1	1	24	104	10	0.800	1	1	1	0.241
1	1	25	108	2	0.600	2	2	1	0.325
1	1	26	112	11	0.550	1	1	1	0.388
1	1	27	116	8	0.600	1	1	1	0.309
1	1	28	120	12	0.500	1	1	1	0.349
1	1	29	124	9	0.500	2	2	1	0.241
1	1	30	128	4	0.700	2	2	1	0.331
1	1	31	132	11	0.700	2	2	1	0.342
1	1	32	136	NaN	NaN	NaN	NaN	NaN	NaN
1	1	33	140	10	0.200	1	1	1	0.345
1	1	34	144	NaN	NaN	NaN	NaN	NaN	NaN
1	1	35	148	NaN	NaN	NaN	NaN	NaN	NaN
1	1	36	152	1	0.100	1	1	1	0.459
1	1	37	156	7	0.150	2	2	1	0.305
1	1	38	160	5	0.300	2	2	1	0.302
1	1	39	164	2	0.800	2	2	1	0.244
1	1	40	168	NaN	NaN	NaN	NaN	NaN	NaN
1	1	41	172	9	0.400	2	2	1	0.267
1	1	42	176	8	0.750	2	2	1	0.294
1	1	43	180	NaN	NaN	NaN	NaN	NaN	NaN
1	1	44	184	3	0.400	2	2	1	0.308
1	1	45	188	6	0.550	2	2	1	0.262
1	1	46	192	12	0.100	2	2	1	0.348
1	1	47	196	5	0.600	1	1	1	0.268
1	1	48	200	2	0.250	1	1	1	0.289
1	1	49	204	8	0.900	2	2	1	0.252
1	1	50	208	10	0.150	1	1	1	0.434
1	1	51	212	6	0.300	1	1	1	0.278
1	1	52	216	12	0.900	2	2	1	0.304
1	1	53	220	NaN	NaN	NaN	NaN	NaN	NaN
1	1	54	224	9	0.300	1	1	1	0.378
1	1	55	228	3	0.450	1	1	1	0.359
1	1	56	232	1	0.450	1	1	1	0.271
1	1	57	236	4	0.550	1	1	1	0.267
1	1	58	240	7	0.500	2	2	1	0.319
1	1	59	244	NaN	NaN	NaN	NaN	NaN	NaN
1	1	60	248	11	0.850	2	2	1	0.282
