onset	duration	node	response_time	accuracy
12	1	2	0.412	1
16	1	5	0.371	1
20	1	8	0.294	1
24	1	6	0.387	1
28	1	13	0.438	1
32	1	10	0.339	1
36	1	3	0.293	1
40	1	1	0.347	1
44	1	9	0.375	1
48	1	12	0.317	1
52	1	11	0.302	1
56	1	7	0.371	1
64	1	4	0.307	1
68	1	13	0.353	1
76	1	9	0.349	1
80	1	3	0.398	1
84	1	2	0.364	1
96	1	11	0.599	1
100	1	5	0.316	1
104	1	7	0.264	1
108	1	6	0.373	1
112	1	8	0.276	1
116	1	4	0.364	1
124	1	12	0.380	1
128	1	10	0.326	1
136	1	1	0.423	1
140	1	12	0.321	1
148	1	2	0.267	1
156	1	13	0.283	1
160	1	9	0.269	1
164	1	11	0.306	1
168	1	1	0.281	1
172	1	5	0.284	0
176	1	3	0.317	1
180	1	4	0.411	1
184	1	8	0.422	1
188	1	7	0.380	1
192	1	10	0.444	1
196	1	6	0.344	1
200	1	11	0.367	1
208	1	12	0.312	1
212	1	6	0.356	1
216	1	7	0.303	1
220	1	13	0.371	1
224	1	5	0.377	1
228	1	2	0.307	1
232	1	1	0.359	1
236	1	4	0.356	1
240	1	3	0.358	1
244	1	9	0.345	1
264	1	10	0.315	1
268	1	8	0.305	1
