task	run	trial	onset	item	fixtime	fixcol	resp	acc	rt
1	3	1	12	8	0.150	1	1	1	0.418
1	3	2	16	1	0.700	2	2	1	0.317
1	3	3	20	12	0.100	1	1	1	0.561
1	3	4	24	3	0.600	2	2	1	0.370
1	3	5	28	11	0.550	2	2	1	0.260
1	3	6	32	6	0.300	1	1	1	0.334
1	3	7	36	NaN	NaN	NaN	NaN	NaN	NaN
1	3	8	40	NaN	NaN	NaN	NaN	NaN	NaN
1	3	9	44	NaN	NaN	NaN	NaN	NaN	NaN
1	3	10	48	NaN	NaN	NaN	NaN	NaN	NaN
1	3	11	52	5	0.350	2	2	1	0.442
1	3	12	56	NaN	NaN	NaN	NaN	NaN	NaN
1	3	13	60	13	0.100	1	1	1	0.406
1	3	14	64	9	0.150	1	1	1	0.343
1	3	15	68	NaN	NaN	NaN	NaN	NaN	NaN
1	3	16	72	4	0.500	2	2	1	0.262
1	3	17	76	NaN	NaN	NaN	NaN	NaN	NaN
1	3	18	80	2	0.400	2	1	0	0.533
1	3	19	84	10	0.450	1	1	1	0.281
1	3	20	88	NaN	NaN	NaN	NaN	NaN	NaN
1	3	21	92	7	0.400	1	1	1	0.501
1	3	22	96	13	0.650	1	1	1	0.393
1	3	23	100	4	0.250	1	1	1	0.386
1	3	24	104	NaN	NaN	NaN	NaN	NaN	NaN
1	3	25	108	NaN	NaN	NaN	NaN	NaN	NaN
1	3	26	112	9	0.900	2	2	1	0.366
1	3	27	116	NaN	NaN	NaN	NaN	NaN	NaN
1	3	28	120	NaN	NaN	NaN	NaN	NaN	NaN
1	3	29	124	11	0.400	1	1	1	0.424
1	3	30	128	5	0.100	1	1	1	0.414
1	3	31	132	1	0.100	2	2	1	0.548
1	3	32	136	10	0.300	2	2	1	0.340
1	3	33	140	6	0.800	2	2	1	0.331
1	3	34	144	8	0.350	1	1	1	0.318
1	3	35	148	3	0.500	1	1	1	0.368
1	3	36	152	7	0.800	2	2	1	0.262
1	3	37	156	12	0.100	1	1	1	0.465
1	3	38	160	2	0.100	1	1	1	0.482
1	3	39	164	1	0.750	1	1	1	0.381
1	3	40	168	7	0.550	2	2	1	0.270
1	3	41	172	8	0.550	2	2	1	0.323
1	3	42	176	2	0.200	2	2	1	0.454
1	3	43	180	13	0.800	2	2	1	0.238
1	3	44	184	NaN	NaN	NaN	NaN	NaN	NaN
1	3	45	188	6	0.450	2	2	1	0.311
1	3	46	192	11	0.450	1	1	1	0.336
1	3	47	196	10	0.350	2	2	1	0.512
1	3	48	200	3	0.700	1	1	1	0.410
1	3	49	204	4	0.600	1	1	1	0.379
1	3	50	208	5	0.850	2	2	1	0.324
1	3	51	212	9	0.200	2	2	1	0.402
1	3	52	216	12	0.200	2	2	1	0.476
1	3	53	220	13	0.650	1	1	1	0.297
1	3	54	224	5	0.350	1	1	1	0.431
1	3	55	228	8	0.100	2	2	1	0.445
1	3	56	232	3	0.300	2	2	1	0.467
1	3	57	236	10	0.650	2	2	1	0.423
1	3	58	240	6	0.700	1	1	1	0.317
1	3	59	244	2	0.750	1	1	1	0.372
1	3	60	248	1	0.600	2	2	1	0.464
1	3	61	252	7	0.350	1	1	1	0.402
1	3	62	256	12	0.500	1	1	1	0.298
1	3	63	260	11	0.800	2	2	1	0.397
1	3	64	264	4	0.650	2	2	1	0.329
1	3	65	268	9	0.900	1	1	1	0.360
