onset	duration	node	response_time	accuracy
12	1	13	0.583	1
16	1	12	0.354	1
28	1	7	0.431	1
32	1	1	0.279	1
36	1	10	0.258	1
40	1	9	0.292	1
44	1	6	0.289	0
48	1	5	0.343	1
56	1	3	0.381	1
60	1	4	0.352	1
64	1	11	0.488	1
68	1	8	0.305	1
72	1	2	0.404	1
76	1	3	0.293	1
80	1	5	0.446	1
84	1	1	0.278	1
88	1	4	0.367	0
92	1	2	0.355	1
96	1	11	0.402	1
100	1	7	0.313	1
104	1	12	0.311	0
108	1	10	0.453	1
112	1	13	0.358	1
116	1	6	0.331	1
120	1	8	0.392	1
124	1	9	0.394	1
128	1	6	0.443	1
132	1	9	0.493	1
144	1	12	0.567	1
148	1	4	0.309	1
152	1	3	0.428	1
168	1	2	0.395	1
172	1	8	0.330	1
176	1	5	0.473	1
180	1	11	0.387	1
184	1	1	0.366	1
188	1	10	0.313	1
192	1	13	0.351	1
196	1	7	0.387	1
204	1	11	0.464	1
208	1	2	0.327	1
212	1	6	0.375	1
216	1	7	0.323	1
220	1	3	0.314	1
228	1	8	0.314	1
232	1	12	0.339	1
236	1	5	0.495	1
240	1	1	0.428	1
244	1	9	0.312	1
252	1	13	0.316	1
256	1	4	0.325	1
264	1	10	0.418	1
