onset	duration	node	response_time	accuracy
12	1	8	0.418	1
16	1	1	0.317	1
20	1	12	0.561	1
24	1	3	0.370	1
28	1	11	0.260	1
32	1	6	0.334	1
52	1	5	0.442	1
60	1	13	0.406	1
64	1	9	0.343	1
72	1	4	0.262	1
80	1	2	0.533	0
84	1	10	0.281	1
92	1	7	0.501	1
96	1	13	0.393	1
100	1	4	0.386	1
112	1	9	0.366	1
124	1	11	0.424	1
128	1	5	0.414	1
132	1	1	0.548	1
136	1	10	0.340	1
140	1	6	0.331	1
144	1	8	0.318	1
148	1	3	0.368	1
152	1	7	0.262	1
156	1	12	0.465	1
160	1	2	0.482	1
164	1	1	0.381	1
168	1	7	0.270	1
172	1	8	0.323	1
176	1	2	0.454	1
180	1	13	0.238	1
188	1	6	0.311	1
192	1	11	0.336	1
196	1	10	0.512	1
200	1	3	0.410	1
204	1	4	0.379	1
208	1	5	0.324	1
212	1	9	0.402	1
216	1	12	0.476	1
220	1	13	0.297	1
224	1	5	0.431	1
228	1	8	0.445	1
232	1	3	0.467	1
236	1	10	0.423	1
240	1	6	0.317	1
244	1	2	0.372	1
248	1	1	0.464	1
252	1	7	0.402	1
256	1	12	0.298	1
260	1	11	0.397	1
264	1	4	0.329	1
268	1	9	0.360	1
