task	run	trial	onset	item	fixtime	fixcol	resp	acc	rt
2	1	1	12	13	0.350	1	1	1	0.389
2	1	2	16	12	0.450	1	1	1	0.364
2	1	3	20	NaN	NaN	NaN	NaN	NaN	NaN
2	1	4	24	NaN	NaN	NaN	NaN	NaN	NaN
2	1	5	28	7	0.900	2	2	1	0.376
2	1	6	32	1	0.800	1	1	1	0.350
2	1	7	36	10	0.450	1	1	1	0.301
2	1	8	40	9	0.600	2	2	1	0.282
2	1	9	44	6	0.500	2	2	1	0.314
2	1	10	48	5	0.750	2	2	1	0.459
2	1	11	52	NaN	NaN	NaN	NaN	NaN	NaN
2	1	12	56	3	0.900	2	2	1	0.368
2	1	13	60	4	0.350	1	1	1	0.389
2	1	14	64	11	0.800	1	1	1	0.362
2	1	15	68	8	0.150	2	2	1	0.372
2	1	16	72	2	0.400	1	1	1	0.446
2	1	17	76	3	0.350	2	2	1	0.397
2	1	18	80	5	0.450	2	2	1	0.325
2	1	19	84	1	0.750	1	1	1	0.287
2	1	20	88	4	0.650	1	1	1	0.428
2	1	21	92	2	0.750	1	1	1	0.421
2	1	22	96	11	0.850	1	1	1	0.297
2	1	23	100	7	0.850	2	2	1	0.310
2	1	24	104	12	0.200	2	2	1	0.418
2	1	25	108	10	0.450	1	1	1	0.415
2	1	26	112	13	0.150	2	2	1	0.444
2	1	27	116	6	0.350	2	2	1	0.284
2	1	28	120	8	0.600	1	1	1	0.417
2	1	29	124	9	0.150	2	2	1	0.318
2	1	30	128	6	0.450	1	1	1	0.400
2	1	31	132	9	0.300	1	1	1	0.393
2	1	32	136	NaN	NaN	NaN	NaN	NaN	NaN
2	1	33	140	NaN	NaN	NaN	NaN	NaN	NaN
2	1	34	144	12	0.200	2	2	1	0.388
2	1	35	148	4	0.550	2	2	1	0.361
2	1	36	152	3	0.300	1	1	1	0.503
2	1	37	156	NaN	NaN	NaN	NaN	NaN	NaN
2	1	38	160	NaN	NaN	NaN	NaN	NaN	NaN
2	1	39	164	NaN	NaN	NaN	NaN	NaN	NaN
2	1	40	168	2	0.900	1	1	1	0.340
2	1	41	172	8	0.150	1	1	1	0.335
2	1	42	176	5	0.150	2	2	1	0.329
2	1	43	180	11	0.450	1	1	1	0.313
2	1	44	184	1	0.700	1	1	1	0.318
2	1	45	188	10	0.350	1	1	1	0.356
2	1	46	192	13	0.600	1	1	1	0.359
2	1	47	196	7	0.350	1	1	1	0.346
2	1	48	200	NaN	NaN	NaN	NaN	NaN	NaN
2	1	49	204	11	0.500	2	2	1	0.458
2	1	50	208	2	0.750	2	1	0	0.303
2	1	51	212	6	0.250	1	1	1	0.367
2	1	52	216	7	0.800	2	2	1	0.272
2	1	53	220	3	0.450	2	2	1	0.413
2	1	54	224	NaN	NaN	NaN	NaN	NaN	NaN
2	1	55	228	8	0.600	2	2	1	0.341
2	1	56	232	12	0.700	2	2	1	0.379
2	1	57	236	5	0.100	2	2	1	0.370
2	1	58	240	1	0.650	1	1	1	0.377
2	1	59	244	9	0.800	2	2	1	0.382
2	1	60	248	NaN	NaN	NaN	NaN	NaN	NaN
2	1	61	252	13	0.700	2	2	1	0.446
2	1	62	256	4	0.400	2	2	1	0.332
2	1	63	260	NaN	NaN	NaN	NaN	NaN	NaN
2	1	64	264	10	0.900	1	1	1	0.411
2	1	65	268	NaN	NaN	NaN	NaN	NaN	NaN
