task	run	trial	onset	item	fixtime	fixcol	resp	acc	rt
1	3	1	12	5	0.700	2	2	1	0.480
1	3	2	16	11	0.200	1	1	1	0.491
1	3	3	20	NaN	NaN	NaN	NaN	NaN	NaN
1	3	4	24	8	0.600	2	2	1	0.417
1	3	5	28	2	0.850	1	1	1	0.435
1	3	6	32	12	0.350	2	2	1	0.385
1	3	7	36	10	0.550	2	2	1	0.492
1	3	8	40	NaN	NaN	NaN	NaN	NaN	NaN
1	3	9	44	4	0.150	2	2	1	0.492
1	3	10	48	7	0.750	2	2	1	0.405
1	3	11	52	13	0.800	1	1	1	0.382
1	3	12	56	9	0.500	1	1	1	0.419
1	3	13	60	3	0.700	2	2	1	0.446
1	3	14	64	6	0.550	2	2	1	0.483
1	3	15	68	1	0.850	2	2	1	0.425
1	3	16	72	5	0.450	1	1	1	0.438
1	3	17	76	11	0.450	2	2	1	0.368
1	3	18	80	6	0.600	1	1	1	0.469
1	3	19	84	9	0.750	2	2	1	0.424
1	3	20	88	13	0.750	2	2	1	0.430
1	3	21	92	NaN	NaN	NaN	NaN	NaN	NaN
1	3	22	96	10	0.400	1	1	1	0.340
1	3	23	100	2	0.200	2	2	1	0.445
1	3	24	104	NaN	NaN	NaN	NaN	NaN	NaN
1	3	25	108	1	0.400	2	2	1	0.404
1	3	26	112	7	0.300	1	1	1	0.404
1	3	27	116	NaN	NaN	NaN	NaN	NaN	NaN
1	3	28	120	12	0.750	2	2	1	0.470
1	3	29	124	NaN	NaN	NaN	NaN	NaN	NaN
1	3	30	128	3	0.500	2	2	1	0.343
1	3	31	132	NaN	NaN	NaN	NaN	NaN	NaN
1	3	32	136	NaN	NaN	NaN	NaN	NaN	NaN
1	3	33	140	4	0.650	1	1	1	0.410
1	3	34	144	8	0.400	2	2	1	0.377
1	3	35	148	7	0.500	1	1	1	0.362
1	3	36	152	2	0.600	1	1	1	0.448
1	3	37	156	NaN	NaN	NaN	NaN	NaN	NaN
1	3	38	160	9	0.150	1	1	1	0.420
1	3	39	164	1	0.700	2	2	1	0.415
1	3	40	168	11	0.800	2	2	1	0.317
1	3	41	172	10	0.100	1	1	1	0.683
1	3	42	176	12	0.700	1	1	1	0.356
1	3	43	180	13	0.650	1	1	1	0.367
1	3	44	184	6	0.500	2	2	1	0.345
1	3	45	188	4	0.100	1	1	1	0.515
1	3	46	192	5	0.300	2	2	1	0.350
1	3	47	196	NaN	NaN	NaN	NaN	NaN	NaN
1	3	48	200	3	0.800	2	2	1	0.340
1	3	49	204	NaN	NaN	NaN	NaN	NaN	NaN
1	3	50	208	8	0.150	1	1	1	0.499
1	3	51	212	7	0.150	2	2	1	0.406
1	3	52	216	2	0.850	1	1	1	0.386
1	3	53	220	12	0.650	1	1	1	0.387
1	3	54	224	3	0.650	1	1	1	0.367
1	3	55	228	8	0.550	1	1	1	0.347
1	3	56	232	1	0.500	1	1	1	0.372
1	3	57	236	9	0.250	1	1	1	0.425
1	3	58	240	13	0.500	1	1	1	0.388
1	3	59	244	NaN	NaN	NaN	NaN	NaN	NaN
1	3	60	248	11	0.800	2	2	1	0.318
1	3	61	252	4	0.300	1	1	1	0.369
1	3	62	256	NaN	NaN	NaN	NaN	NaN	NaN
1	3	63	260	5	0.350	1	1	1	0.402
1	3	64	264	6	0.100	2	2	1	0.475
1	3	65	268	10	0.400	2	2	1	0.302
