onset	duration	node	response_time	accuracy
12	1	8	0.663	1
20	1	7	0.384	1
24	1	2	0.349	1
28	1	12	0.557	1
32	1	13	0.354	1
40	1	4	0.402	1
44	1	9	0.372	1
48	1	1	0.352	1
52	1	11	0.390	1
56	1	3	0.267	1
64	1	10	0.420	1
68	1	5	0.281	1
72	1	6	0.396	1
76	1	1	0.365	1
80	1	4	0.371	1
84	1	10	0.411	1
88	1	8	0.377	1
92	1	13	0.410	1
96	1	12	0.554	1
100	1	9	0.365	1
104	1	11	0.405	1
108	1	3	0.346	1
112	1	5	0.584	1
116	1	2	0.467	1
120	1	6	0.338	1
124	1	7	0.345	1
132	1	9	0.375	1
136	1	11	0.247	1
140	1	12	0.384	1
148	1	10	0.466	0
152	1	3	0.356	1
160	1	13	0.402	1
164	1	2	0.418	1
168	1	7	0.449	1
172	1	8	0.380	1
176	1	4	0.474	1
180	1	5	0.362	1
184	1	6	0.405	1
188	1	1	0.697	1
192	1	13	0.354	1
196	1	7	0.354	1
200	1	9	0.419	1
204	1	5	0.330	1
216	1	12	0.399	1
220	1	10	0.620	1
228	1	2	0.333	1
232	1	11	0.366	1
236	1	4	0.400	1
240	1	1	0.342	1
252	1	8	0.305	1
256	1	3	0.399	1
264	1	6	0.408	1
