onset	duration	node	response_time	accuracy
12	1	4	0.315	1
16	1	8	0.256	1
20	1	11	0.324	1
24	1	12	0.270	1
28	1	5	0.285	1
32	1	6	0.267	1
36	1	7	0.255	1
40	1	9	0.330	1
44	1	2	0.373	1
48	1	13	0.346	1
52	1	1	0.319	1
56	1	10	0.237	1
60	1	3	0.316	1
64	1	5	0.299	1
68	1	1	0.417	1
72	1	7	0.319	1
76	1	3	0.279	1
92	1	8	0.320	0
96	1	6	0.440	1
100	1	9	0.342	1
104	1	12	0.321	1
108	1	11	0.274	1
112	1	10	0.546	1
120	1	13	0.365	1
124	1	2	0.267	1
128	1	4	0.327	1
132	1	10	0.405	1
136	1	5	0.398	1
140	1	13	0.320	1
144	1	6	0.443	1
152	1	8	0.385	1
156	1	9	0.358	1
160	1	3	0.373	1
164	1	4	0.370	1
168	1	2	0.417	1
176	1	1	0.555	1
180	1	7	0.331	1
192	1	11	0.367	1
200	1	12	0.508	1
204	1	1	0.373	1
208	1	6	0.398	1
212	1	2	0.338	0
220	1	10	0.430	1
224	1	5	0.418	1
232	1	11	0.433	1
236	1	8	0.433	1
240	1	12	0.435	1
248	1	4	0.427	1
252	1	13	0.345	1
256	1	7	0.426	1
260	1	9	0.618	1
264	1	3	0.670	1
