onset	duration	node	response_time	accuracy
12	1	8	0.370	1
20	1	7	0.366	1
24	1	2	0.328	1
28	1	12	0.276	1
32	1	13	0.338	1
40	1	4	0.381	1
44	1	9	0.302	1
48	1	1	0.279	1
52	1	11	0.371	1
56	1	3	0.331	1
64	1	10	0.264	1
68	1	5	0.293	1
72	1	6	0.326	1
76	1	1	0.368	1
80	1	4	0.250	1
84	1	10	0.329	1
88	1	8	0.329	1
92	1	13	0.368	1
96	1	12	0.379	1
100	1	9	0.290	1
104	1	11	0.382	1
108	1	3	0.280	1
112	1	5	0.309	1
116	1	2	0.291	1
120	1	6	0.254	1
124	1	7	0.256	1
132	1	9	0.270	1
136	1	11	0.313	1
140	1	12	0.423	1
148	1	10	0.417	1
152	1	3	0.282	1
160	1	13	0.303	1
164	1	2	0.314	1
168	1	7	0.389	1
172	1	8	0.346	1
176	1	4	0.330	1
180	1	5	0.307	1
184	1	6	0.305	1
188	1	1	0.315	1
192	1	13	0.315	1
196	1	7	0.366	1
200	1	9	0.374	1
204	1	5	0.253	1
216	1	12	0.398	1
220	1	10	0.431	1
228	1	2	0.316	1
232	1	11	0.241	1
236	1	4	0.354	1
240	1	1	0.268	1
252	1	8	0.266	1
256	1	3	0.230	1
264	1	6	0.267	1
