task	run	trial	onset	item	fixtime	fixcol	resp	acc	rt
2	2	1	12	4	0.450	1	1	1	0.380
2	2	2	16	8	0.450	2	2	1	0.382
2	2	3	20	11	0.450	1	1	1	0.404
2	2	4	24	12	0.450	2	2	1	0.372
2	2	5	28	5	0.900	2	2	1	0.432
2	2	6	32	6	0.650	1	1	1	0.378
2	2	7	36	7	0.650	2	2	1	0.371
2	2	8	40	9	0.150	1	1	1	0.579
2	2	9	44	2	0.850	1	1	1	0.373
2	2	10	48	13	0.350	1	1	1	0.477
2	2	11	52	1	0.800	1	1	1	0.437
2	2	12	56	10	0.900	2	2	1	0.289
2	2	13	60	3	0.650	1	1	1	0.475
2	2	14	64	5	0.350	1	1	1	0.441
2	2	15	68	1	0.600	2	2	1	0.417
2	2	16	72	7	0.300	2	2	1	0.372
2	2	17	76	3	0.350	2	2	1	0.323
2	2	18	80	NaN	NaN	NaN	NaN	NaN	NaN
2	2	19	84	NaN	NaN	NaN	NaN	NaN	NaN
2	2	20	88	NaN	NaN	NaN	NaN	NaN	NaN
2	2	21	92	8	0.200	2	2	1	0.429
2	2	22	96	6	0.100	2	2	1	0.380
2	2	23	100	9	0.400	1	1	1	0.372
2	2	24	104	12	0.650	1	1	1	0.383
2	2	25	108	11	0.900	2	2	1	0.319
2	2	26	112	10	0.100	1	1	1	0.465
2	2	27	116	NaN	NaN	NaN	NaN	NaN	NaN
2	2	28	120	13	0.350	1	1	1	0.412
2	2	29	124	2	0.850	2	2	1	0.331
2	2	30	128	4	0.300	2	2	1	0.330
2	2	31	132	10	0.750	2	2	1	0.304
2	2	32	136	5	0.850	1	1	1	0.395
2	2	33	140	13	0.750	2	2	1	0.412
2	2	34	144	6	0.200	1	1	1	0.412
2	2	35	148	NaN	NaN	NaN	NaN	NaN	NaN
2	2	36	152	8	0.300	1	1	1	0.443
2	2	37	156	9	0.700	1	1	1	0.364
2	2	38	160	3	0.700	1	1	1	0.370
2	2	39	164	4	0.450	2	2	1	0.398
2	2	40	168	2	0.600	1	1	1	0.393
2	2	41	172	NaN	NaN	NaN	NaN	NaN	NaN
2	2	42	176	1	0.100	1	1	1	0.560
2	2	43	180	7	0.550	2	2	1	0.372
2	2	44	184	NaN	NaN	NaN	NaN	NaN	NaN
2	2	45	188	NaN	NaN	NaN	NaN	NaN	NaN
2	2	46	192	11	0.550	2	2	1	0.285
2	2	47	196	NaN	NaN	NaN	NaN	NaN	NaN
2	2	48	200	12	0.200	1	1	1	0.496
2	2	49	204	1	0.550	2	2	1	0.406
2	2	50	208	6	0.300	1	1	1	0.439
2	2	51	212	2	0.100	2	2	1	0.531
2	2	52	216	NaN	NaN	NaN	NaN	NaN	NaN
2	2	53	220	10	0.900	1	1	1	0.408
2	2	54	224	5	0.850	2	2	1	0.376
2	2	55	228	NaN	NaN	NaN	NaN	NaN	NaN
2	2	56	232	11	0.750	2	2	1	0.341
2	2	57	236	8	0.450	2	2	1	0.331
2	2	58	240	12	0.900	1	1	1	0.520
2	2	59	244	NaN	NaN	NaN	NaN	NaN	NaN
2	2	60	248	4	0.900	2	2	1	0.406
2	2	61	252	13	0.400	2	2	1	0.398
2	2	62	256	7	0.500	1	1	1	0.321
2	2	63	260	9	0.650	1	1	1	0.317
2	2	64	264	3	0.450	2	2	1	0.399
2	2	65	268	NaN	NaN	NaN	NaN	NaN	NaN
