onset	duration	node	response_time	accuracy
12	1	2	0.716	1
16	1	10	0.418	1
20	1	5	0.471	1
24	1	7	0.434	1
28	1	9	0.316	1
32	1	3	0.328	1
36	1	12	0.265	1
44	1	1	0.322	1
52	1	13	0.596	1
60	1	4	0.346	1
64	1	6	0.382	1
68	1	11	0.290	1
76	1	8	0.278	1
80	1	10	0.328	0
84	1	7	0.383	1
88	1	13	0.281	1
92	1	5	0.379	1
96	1	12	0.419	1
100	1	2	0.293	1
104	1	4	0.343	1
108	1	1	0.234	1
112	1	8	0.261	1
116	1	6	0.285	1
120	1	11	0.348	1
124	1	3	0.351	0
128	1	9	0.391	1
132	1	7	0.337	1
136	1	2	0.417	1
140	1	8	0.270	1
144	1	6	0.342	1
148	1	4	0.315	1
152	1	13	0.379	1
160	1	9	0.463	1
164	1	10	0.454	1
168	1	1	0.301	1
172	1	3	0.297	1
180	1	11	0.439	1
184	1	12	0.509	1
188	1	5	0.341	1
196	1	4	0.343	1
200	1	10	0.474	1
204	1	8	0.438	1
208	1	6	0.567	1
212	1	12	0.377	1
216	1	9	0.329	1
228	1	2	0.426	1
232	1	11	0.310	1
236	1	3	0.460	1
248	1	13	0.406	1
256	1	1	0.391	1
260	1	5	0.463	1
264	1	7	0.556	1
