task	run	trial	onset	item	fixtime	fixcol	resp	acc	rt
2	3	1	12	6	0.150	1	1	1	0.455
2	3	2	16	3	0.150	2	2	1	0.809
2	3	3	20	10	0.450	2	2	1	0.781
2	3	4	24	5	0.500	1	1	1	0.290
2	3	5	28	7	0.300	1	1	1	0.448
2	3	6	32	2	0.400	1	1	1	0.368
2	3	7	36	1	0.350	2	2	1	0.465
2	3	8	40	4	0.600	1	1	1	0.416
2	3	9	44	9	0.850	1	1	1	0.449
2	3	10	48	13	0.850	1	1	1	0.418
2	3	11	52	8	0.300	2	2	1	0.415
2	3	12	56	NaN	NaN	NaN	NaN	NaN	NaN
2	3	13	60	12	0.200	1	1	1	0.405
2	3	14	64	11	0.150	2	2	1	0.632
2	3	15	68	13	0.850	1	1	1	0.360
2	3	16	72	12	0.550	2	2	1	0.358
2	3	17	76	4	0.450	1	1	1	0.376
2	3	18	80	8	0.400	2	2	1	0.397
2	3	19	84	NaN	NaN	NaN	NaN	NaN	NaN
2	3	20	88	9	0.750	1	1	1	0.328
2	3	21	92	11	0.200	1	1	1	0.405
2	3	22	96	NaN	NaN	NaN	NaN	NaN	NaN
2	3	23	100	NaN	NaN	NaN	NaN	NaN	NaN
2	3	24	104	NaN	NaN	NaN	NaN	NaN	NaN
2	3	25	108	10	0.500	2	2	1	0.342
2	3	26	112	2	0.200	2	2	1	0.488
2	3	27	116	6	0.100	1	1	1	0.453
2	3	28	120	7	0.550	2	2	1	0.315
2	3	29	124	3	0.350	2	2	1	0.434
2	3	30	128	1	0.300	2	2	1	0.463
2	3	31	132	5	0.100	2	2	1	0.384
2	3	32	136	3	0.850	2	2	1	0.319
2	3	33	140	NaN	NaN	NaN	NaN	NaN	NaN
2	3	34	144	10	0.350	1	1	1	0.414
2	3	35	148	5	0.450	2	2	1	0.331
2	3	36	152	4	0.250	2	2	1	0.491
2	3	37	156	9	0.100	1	1	1	0.428
2	3	38	160	7	0.450	2	2	1	0.317
2	3	39	164	12	0.800	2	2	1	0.405
2	3	40	168	6	0.400	1	1	1	0.490
2	3	41	172	11	0.150	1	2	0	0.467
2	3	42	176	NaN	NaN	NaN	NaN	NaN	NaN
2	3	43	180	NaN	NaN	NaN	NaN	NaN	NaN
2	3	44	184	NaN	NaN	NaN	NaN	NaN	NaN
2	3	45	188	8	0.650	2	2	1	0.367
2	3	46	192	13	0.500	2	2	1	0.362
2	3	47	196	2	0.150	2	2	1	0.528
2	3	48	200	1	0.700	2	2	1	0.504
2	3	49	204	10	0.300	1	1	1	0.587
2	3	50	208	NaN	NaN	NaN	NaN	NaN	NaN
2	3	51	212	1	0.750	2	2	1	0.470
2	3	52	216	6	0.500	2	2	1	0.355
2	3	53	220	5	0.750	1	1	1	0.386
2	3	54	224	4	0.650	2	2	1	0.393
2	3	55	228	7	0.600	1	1	1	0.428
2	3	56	232	2	0.750	1	1	1	0.416
2	3	57	236	12	0.600	2	2	1	0.442
2	3	58	240	11	0.450	1	1	1	0.371
2	3	59	244	9	0.100	1	1	1	0.402
2	3	60	248	NaN	NaN	NaN	NaN	NaN	NaN
2	3	61	252	NaN	NaN	NaN	NaN	NaN	NaN
2	3	62	256	3	0.700	1	1	1	0.388
2	3	63	260	8	0.150	1	1	1	0.397
2	3	64	264	NaN	NaN	NaN	NaN	NaN	NaN
2	3	65	268	13	0.900	1	1	1	0.326
