onset	duration	node	response_time	accuracy
12	1	6	0.480	1
16	1	3	0.452	1
20	1	10	0.332	1
24	1	5	0.438	1
28	1	7	0.525	1
32	1	2	0.443	1
36	1	1	0.377	1
40	1	4	0.417	1
44	1	9	0.434	1
48	1	13	0.387	1
52	1	8	0.338	1
60	1	12	0.383	1
64	1	11	0.429	1
68	1	13	0.357	1
72	1	12	0.466	1
76	1	4	0.343	1
80	1	8	0.306	1
88	1	9	0.347	1
92	1	11	0.509	1
108	1	10	0.304	1
112	1	2	0.400	1
116	1	6	0.441	1
120	1	7	0.299	1
124	1	3	0.311	1
128	1	1	0.320	1
132	1	5	0.418	1
136	1	3	0.282	1
144	1	10	0.473	1
148	1	5	0.419	1
152	1	4	0.354	1
156	1	9	0.475	1
160	1	7	0.327	1
164	1	12	0.378	1
168	1	6	0.413	1
172	1	11	0.346	1
188	1	8	0.560	1
192	1	13	0.330	1
196	1	2	0.332	1
200	1	1	0.503	1
204	1	10	0.316	1
212	1	1	0.316	1
216	1	6	0.288	1
220	1	5	0.457	1
224	1	4	0.446	1
228	1	7	0.447	1
232	1	2	0.428	1
236	1	12	0.314	1
240	1	11	0.400	1
244	1	9	0.416	1
256	1	3	0.418	1
260	1	8	0.367	1
268	1	13	0.368	1
