onset	duration	node	response_time	accuracy
12	1	3	0.399	1
20	1	4	0.303	1
24	1	2	0.496	1
28	1	5	0.399	1
36	1	11	0.317	1
48	1	7	0.497	1
56	1	9	0.376	1
60	1	8	0.519	1
64	1	10	0.405	1
68	1	13	0.472	1
72	1	12	0.445	1
76	1	6	0.369	1
92	1	1	0.451	1
96	1	10	0.318	1
100	1	11	0.483	1
104	1	3	0.411	1
108	1	6	0.319	1
112	1	7	0.377	1
116	1	12	0.369	1
120	1	1	0.403	1
124	1	4	0.326	1
128	1	9	0.380	1
132	1	13	0.344	1
136	1	2	0.290	0
140	1	5	0.414	1
144	1	8	0.317	1
148	1	2	0.379	1
152	1	6	0.349	1
156	1	9	0.452	1
160	1	3	0.347	1
164	1	10	0.381	1
172	1	5	0.453	1
176	1	1	0.403	1
180	1	7	0.417	1
184	1	13	0.457	1
188	1	12	0.427	1
192	1	8	0.391	1
196	1	4	0.391	1
200	1	11	0.413	1
204	1	7	0.467	1
208	1	4	0.380	1
212	1	6	0.388	1
216	1	11	0.297	1
228	1	3	0.448	1
232	1	1	0.347	1
236	1	2	0.348	1
240	1	8	0.367	1
244	1	10	0.411	1
248	1	13	0.457	1
256	1	9	0.454	1
260	1	12	0.427	1
268	1	5	0.533	1
