task	run	trial	onset	item	fixtime	fixcol	resp	acc	rt
1	1	1	12	2	0.300	2	2	1	0.716
1	1	2	16	10	0.450	1	1	1	0.418
1	1	3	20	5	0.300	1	1	1	0.471
1	1	4	24	7	0.750	1	1	1	0.434
1	1	5	28	9	0.550	2	2	1	0.316
1	1	6	32	3	0.450	1	1	1	0.328
1	1	7	36	12	0.550	2	2	1	0.265
1	1	8	40	NaN	NaN	NaN	NaN	NaN	NaN
1	1	9	44	1	0.300	1	1	1	0.322
1	1	10	48	NaN	NaN	NaN	NaN	NaN	NaN
1	1	11	52	13	0.100	1	1	1	0.596
1	1	12	56	NaN	NaN	NaN	NaN	NaN	NaN
1	1	13	60	4	0.400	1	1	1	0.346
1	1	14	64	6	0.900	2	2	1	0.382
1	1	15	68	11	0.300	1	1	1	0.290
1	1	16	72	NaN	NaN	NaN	NaN	NaN	NaN
1	1	17	76	8	0.800	2	2	1	0.278
1	1	18	80	10	0.350	2	1	0	0.328
1	1	19	84	7	0.750	1	1	1	0.383
1	1	20	88	13	0.850	2	2	1	0.281
1	1	21	92	5	0.750	1	1	1	0.379
1	1	22	96	12	0.500	1	1	1	0.419
1	1	23	100	2	0.800	2	2	1	0.293
1	1	24	104	4	0.800	1	1	1	0.343
1	1	25	108	1	0.850	2	2	1	0.234
1	1	26	112	8	0.900	1	1	1	0.261
1	1	27	116	6	0.800	2	2	1	0.285
1	1	28	120	11	0.450	1	1	1	0.348
1	1	29	124	3	0.100	2	1	0	0.351
1	1	30	128	9	0.350	2	2	1	0.391
1	1	31	132	7	0.150	2	2	1	0.337
1	1	32	136	2	0.450	1	1	1	0.417
1	1	33	140	8	0.450	2	2	1	0.270
1	1	34	144	6	0.800	1	1	1	0.342
1	1	35	148	4	0.200	2	2	1	0.315
1	1	36	152	13	0.150	2	2	1	0.379
1	1	37	156	NaN	NaN	NaN	NaN	NaN	NaN
1	1	38	160	9	0.700	2	2	1	0.463
1	1	39	164	10	0.800	1	1	1	0.454
1	1	40	168	1	0.350	2	2	1	0.301
1	1	41	172	3	0.250	1	1	1	0.297
1	1	42	176	NaN	NaN	NaN	NaN	NaN	NaN
1	1	43	180	11	0.750	1	1	1	0.439
1	1	44	184	12	0.800	1	1	1	0.509
1	1	45	188	5	0.750	2	2	1	0.341
1	1	46	192	NaN	NaN	NaN	NaN	NaN	NaN
1	1	47	196	4	0.400	2	2	1	0.343
1	1	48	200	10	0.300	1	1	1	0.474
1	1	49	204	8	0.500	1	1	1	0.438
1	1	50	208	6	0.450	2	2	1	0.567
1	1	51	212	12	0.350	2	2	1	0.377
1	1	52	216	9	0.550	1	1	1	0.329
1	1	53	220	NaN	NaN	NaN	NaN	NaN	NaN
1	1	54	224	NaN	NaN	NaN	NaN	NaN	NaN
1	1	55	228	2	0.900	1	1	1	0.426
1	1	56	232	11	0.550	2	2	1	0.310
1	1	57	236	3	0.750	2	2	1	0.460
1	1	58	240	NaN	NaN	NaN	NaN	NaN	NaN
1	1	59	244	NaN	NaN	NaN	NaN	NaN	NaN
1	1	60	248	13	0.300	2	2	1	0.406
1	1	61	252	NaN	NaN	NaN	NaN	NaN	NaN
1	1	62	256	1	0.250	2	2	1	0.391
1	1	63	260	5	0.300	1	1	1	0.463
1	1	64	264	7	0.650	1	1	1	0.556
1	1	65	268	NaN	NaN	NaN	NaN	NaN	NaN
