onset	duration	node	response_time	accuracy
12	1	3	0.500	1
20	1	4	0.371	1
24	1	2	0.446	1
28	1	5	0.360	1
36	1	11	0.488	1
48	1	7	0.491	1
56	1	9	0.425	1
60	1	8	0.489	1
64	1	10	0.383	1
68	1	13	0.438	1
72	1	12	0.494	1
76	1	6	0.373	1
92	1	1	0.318	1
96	1	10	0.292	1
100	1	11	0.489	1
104	1	3	0.444	1
108	1	6	0.418	1
112	1	7	0.371	1
116	1	12	0.426	1
120	1	1	0.372	1
124	1	4	0.558	1
128	1	9	0.417	1
132	1	13	0.420	1
136	1	2	0.515	1
140	1	5	0.493	1
144	1	8	0.561	1
148	1	2	0.371	1
152	1	6	0.436	1
156	1	9	0.404	1
160	1	3	0.306	1
164	1	10	0.437	1
172	1	5	0.429	1
176	1	1	0.426	1
180	1	7	0.381	1
184	1	13	0.372	1
188	1	12	0.375	1
192	1	8	0.491	1
196	1	4	0.415	1
200	1	11	0.475	1
204	1	7	0.983	1
208	1	4	0.451	1
212	1	6	0.446	1
216	1	11	0.447	1
228	1	3	0.417	1
232	1	1	0.291	1
236	1	2	0.453	1
240	1	8	0.393	1
244	1	10	0.639	1
248	1	13	0.452	1
256	1	9	0.460	1
260	1	12	0.392	1
268	1	5	0.436	1
