0	0	100	1
0	0	100	2
0	0	100	3
0	0	100	4
0	0	100	5
0	0	100	6
0	0	100	7
0	0	100	8
0	0	100	9
0	0	100	10
0	0	100	11
0	0	100	12
0	0	100	13
0	0	100	14
0	0	100	15
0	0	100	16
0	0	100	17
0	0	100	18
0	0	100	19
0	0	100	20
0	0	100	21
0	0	100	22
0	0	100	23
0	0	100	24
0	0	100	25
0	0	100	26
0	0	100	27
0	0	100	28
0	0	100	29
0	0	100	30
0	0	100	31
0	0	100	32
0	0	100	33
0	0	100	34
0	0	100	35
0	0	100	36
0	0	100	37
0	0	100	38
0	0	100	39
0	0	100	40
0	0	100	41
0	0	100	42
0	0	100	43
0	0	100	44
0	0	100	45
0	0	-3	46
0	0	-2	47
0	0	-1	48
1	1	0	49
0	0	1	50
0	0	2	51
0	0	3	52
0	0	4	53
0	0	5	54
0	0	6	55
0	0	7	56
0	0	-3	57
0	0	-2	58
0	0	-1	59
3	1	0	60
0	0	1	61
0	0	2	62
0	0	3	63
0	0	4	64
0	0	5	65
0	0	6	66
0	0	7	67
0	0	8	68
0	0	9	69
0	0	-3	70
0	0	-2	71
0	0	-1	72
1	1	0	73
0	0	1	74
0	0	2	75
0	0	3	76
0	0	4	77
0	0	5	78
0	0	6	79
0	0	7	80
0	0	8	81
0	0	9	82
0	0	-3	83
0	0	-2	84
0	0	-1	85
2	1	0	86
0	0	1	87
0	0	2	88
0	0	-3	89
0	0	-2	90
0	0	-1	91
3	1	0	92
0	0	1	93
0	0	2	94
0	0	3	95
0	0	4	96
0	0	5	97
0	0	6	98
0	0	7	99
0	0	8	100
0	0	9	101
0	0	-3	102
0	0	-2	103
0	0	-1	104
2	1	0	105
0	0	1	106
0	0	2	107
0	0	3	108
0	0	4	109
0	0	5	110
0	0	6	111
0	0	7	112
0	0	8	113
0	0	9	114
0	0	100	115
0	0	-3	116
0	0	-2	117
0	0	-1	118
6	1	0	119
0	0	1	120
0	0	2	121
0	0	3	122
0	0	-3	123
0	0	-2	124
0	0	-1	125
3	1	0	126
0	0	1	127
0	0	2	128
0	0	3	129
0	0	4	130
0	0	5	131
0	0	6	132
0	0	7	133
0	0	8	134
0	0	-3	135
0	0	-2	136
0	0	-1	137
3	1	0	138
0	0	1	139
0	0	2	140
0	0	3	141
0	0	4	142
0	0	5	143
0	0	6	144
0	0	-3	145
0	0	-2	146
0	0	-1	147
4	1	0	148
0	0	1	149
0	0	2	150
0	0	3	151
0	0	4	152
0	0	5	153
0	0	6	154
0	0	7	155
0	0	8	156
0	0	9	157
0	0	100	158
0	0	100	159
0	0	100	160
0	0	100	161
0	0	100	162
0	0	100	163
0	0	100	164
0	0	100	165
0	0	100	166
0	0	100	167
0	0	100	168
0	0	100	169
0	0	100	170
0	0	100	171
0	0	100	172
0	0	100	173
0	0	100	174
0	0	-3	175
0	0	-2	176
0	0	-1	177
3	1	0	178
0	0	1	179
0	0	2	180
0	0	3	181
0	0	4	182
0	0	5	183
0	0	6	184
0	0	7	185
0	0	8	186
0	0	9	187
0	0	-3	188
0	0	-2	189
0	0	-1	190
6	1	0	191
0	0	1	192
0	0	2	193
0	0	3	194
0	0	4	195
0	0	5	196
0	0	-3	197
0	0	-2	198
0	0	-1	199
4	1	0	200
0	0	1	201
0	0	2	202
0	0	3	203
0	0	4	204
0	0	5	205
0	0	6	206
0	0	7	207
0	0	8	208
0	0	9	209
0	0	100	210
0	0	100	211
0	0	100	212
0	0	100	213
0	0	100	214
0	0	100	215
0	0	100	216
0	0	100	217
0	0	100	218
0	0	100	219
0	0	100	220
0	0	-3	221
0	0	-2	222
0	0	-1	223
5	1	0	224
0	0	1	225
0	0	-3	226
0	0	-2	227
0	0	-1	228
5	1	0	229
0	0	1	230
0	0	2	231
0	0	-3	232
0	0	-2	233
0	0	-1	234
5	1	0	235
0	0	1	236
0	0	2	237
0	0	3	238
0	0	4	239
0	0	5	240
0	0	6	241
0	0	7	242
0	0	8	243
0	0	9	244
0	0	100	245
0	0	100	246
0	0	100	247
0	0	100	248
0	0	100	249
0	0	-3	250
0	0	-2	251
0	0	-1	252
2	1	0	253
0	0	1	254
0	0	2	255
0	0	3	256
0	0	4	257
