0	0	5	258
0	0	6	259
0	0	7	260
0	0	8	261
0	0	9	262
0	0	100	263
0	0	100	264
0	0	100	265
0	0	100	266
0	0	100	267
0	0	100	268
0	0	100	269
0	0	100	270
0	0	-3	271
0	0	-2	272
0	0	-1	273
6	1	0	274
0	0	1	275
0	0	2	276
0	0	3	277
0	0	-3	278
0	0	-2	279
0	0	-1	280
4	1	0	281
0	0	1	282
0	0	2	283
0	0	3	284
0	0	-3	285
0	0	-2	286
0	0	-1	287
1	1	0	288
0	0	1	289
0	0	2	290
0	0	3	291
0	0	4	292
0	0	5	293
0	0	6	294
0	0	7	295
0	0	8	296
0	0	9	297
0	0	100	298
0	0	100	299
0	0	100	300
0	0	100	301
0	0	100	302
0	0	100	303
0	0	100	304
0	0	100	305
0	0	100	306
0	0	100	307
0	0	100	308
0	0	100	309
0	0	100	310
0	0	100	311
0	0	100	312
0	0	100	313
0	0	100	314
0	0	-3	315
0	0	-2	316
0	0	-1	317
4	1	0	318
0	0	1	319
0	0	2	320
0	0	3	321
0	0	4	322
0	0	-3	323
0	0	-2	324
0	0	-1	325
3	1	0	326
0	0	1	327
0	0	2	328
0	0	3	329
0	0	4	330
0	0	-3	331
0	0	-2	332
0	0	-1	333
2	1	0	334
0	0	1	335
0	0	-3	336
0	0	-2	337
0	0	-1	338
6	1	0	339
0	0	1	340
0	0	2	341
0	0	3	342
0	0	4	343
0	0	5	344
0	0	6	345
0	0	7	346
0	0	8	347
0	0	9	348
0	0	100	349
0	0	-3	350
0	0	-2	351
0	0	-1	352
1	1	0	353
0	0	1	354
0	0	2	355
0	0	3	356
0	0	-3	357
0	0	-2	358
0	0	-1	359
3	1	0	360
0	0	1	361
0	0	2	362
0	0	-3	363
0	0	-2	364
0	0	-1	365
4	1	0	366
0	0	1	367
0	0	2	368
0	0	3	369
0	0	4	370
0	0	5	371
0	0	6	372
0	0	7	373
0	0	-3	374
0	0	-2	375
0	0	-1	376
2	1	0	377
0	0	1	378
0	0	2	379
0	0	3	380
0	0	4	381
0	0	5	382
0	0	6	383
0	0	7	384
0	0	8	385
0	0	9	386
0	0	100	387
0	0	100	388
0	0	100	389
0	0	100	390
0	0	100	391
0	0	100	392
0	0	100	393
0	0	100	394
0	0	100	395
0	0	100	396
0	0	100	397
0	0	100	398
0	0	100	399
0	0	-3	400
0	0	-2	401
0	0	-1	402
5	1	0	403
0	0	1	404
0	0	2	405
0	0	3	406
0	0	4	407
0	0	5	408
0	0	-3	409
0	0	-2	410
0	0	-1	411
1	1	0	412
0	0	1	413
0	0	2	414
0	0	-3	415
0	0	-2	416
0	0	-1	417
4	1	0	418
0	0	1	419
0	0	2	420
0	0	3	421
0	0	4	422
0	0	-3	423
0	0	-2	424
0	0	-1	425
2	1	0	426
0	0	1	427
0	0	2	428
0	0	3	429
0	0	4	430
0	0	5	431
0	0	6	432
0	0	7	433
0	0	8	434
0	0	9	435
0	0	-3	436
0	0	-2	437
0	0	-1	438
3	1	0	439
0	0	1	440
0	0	2	441
0	0	3	442
0	0	4	443
0	0	5	444
0	0	6	445
0	0	7	446
0	0	8	447
0	0	9	448
0	0	-3	449
0	0	-2	450
0	0	-1	451
4	1	0	452
0	0	1	453
0	0	2	454
0	0	-3	455
0	0	-2	456
0	0	-1	457
2	1	0	458
0	0	1	459
0	0	2	460
0	0	3	461
0	0	-3	462
0	0	-2	463
0	0	-1	464
2	1	0	465
0	0	1	466
0	0	2	467
0	0	-3	468
0	0	-2	469
0	0	-1	470
2	1	0	471
0	0	1	472
0	0	2	473
0	0	-3	474
0	0	-2	475
0	0	-1	476
4	1	0	477
0	0	1	478
0	0	2	479
0	0	3	480
0	0	4	481
0	0	5	482
0	0	6	483
0	0	7	484
0	0	8	485
0	0	9	486
0	0	100	487
0	0	100	488
0	0	100	489
0	0	100	490
0	0	100	491
0	0	100	492
0	0	100	493
0	0	100	494
0	0	100	495
0	0	100	496
0	0	100	497
0	0	100	498
0	0	100	499
0	0	100	500
0	0	100	501
0	0	-3	502
0	0	-2	503
0	0	-1	504
5	1	0	505
0	0	1	506
0	0	2	507
0	0	3	508
0	0	4	509
0	0	5	510
0	0	6	511
0	0	7	512
0	0	8	513
0	0	9	514
0	0	100	515
0	0	100	516
0	0	100	517
0	0	100	518
0	0	-3	519
0	0	-2	520
0	0	-1	521
3	1	0	522
0	0	1	523
0	0	2	524
0	0	3	525
0	0	4	526
0	0	-3	527
0	0	-2	528
0	0	-1	529
1	1	0	530
0	0	1	531
0	0	2	532
0	0	3	533
0	0	4	534
0	0	5	535
0	0	6	536
0	0	-3	537
0	0	-2	538
0	0	-1	539
1	1	0	540
0	0	1	541
0	0	2	542
0	0	3	543
0	0	4	544
0	0	5	545
0	0	6	546
0	0	7	547
0	0	8	548
0	0	9	549
0	0	100	550
0	0	100	551
0	0	100	552
0	0	100	553
0	0	100	554
0	0	100	555
0	0	100	556
0	0	100	557
0	0	100	558
0	0	100	559
0	0	100	560
0	0	100	561
0	0	100	562
0	0	-3	563
0	0	-2	564
0	0	-1	565
1	1	0	566
0	0	1	567
0	0	2	568
0	0	3	569
0	0	4	570
0	0	5	571
0	0	6	572
0	0	7	573
0	0	8	574
0	0	9	575
0	0	100	576
0	0	100	577
0	0	100	578
0	0	100	579
0	0	100	580
0	0	100	581
0	0	100	582
0	0	100	583
0	0	100	584
0	0	100	585
0	0	100	586
0	0	100	587
0	0	100	588
0	0	-3	589
0	0	-2	590
0	0	-1	591
5	1	0	592
0	0	1	593
0	0	2	594
0	0	3	595
0	0	4	596
0	0	5	597
0	0	6	598
0	0	7	599
0	0	8	600
0	0	-3	601
0	0	-2	602
0	0	-1	603
4	1	0	604
0	0	1	605
0	0	2	606
0	0	3	607
0	0	4	608
0	0	5	609
0	0	6	610
0	0	7	611
0	0	-3	612
0	0	-2	613
0	0	-1	614
5	1	0	615
0	0	1	616
0	0	2	617
0	0	3	618
0	0	-3	619
0	0	-2	620
0	0	-1	621
1	1	0	622
0	0	1	623
0	0	2	624
0	0	3	625
0	0	4	626
0	0	-3	627
0	0	-2	628
0	0	-1	629
5	1	0	630
0	0	1	631
0	0	2	632
0	0	3	633
0	0	4	634
0	0	5	635
0	0	6	636
0	0	7	637
0	0	8	638
0	0	9	639
0	0	100	640
0	0	100	641
0	0	100	642
0	0	100	643
0	0	100	644
0	0	100	645
0	0	100	646
0	0	100	647
0	0	100	648
0	0	100	649
0	0	100	650
