onset	duration	node	response_time	accuracy
12	1	4	0.832	1
16	1	1	0.416	1
20	1	7	0.505	1
24	1	11	NaN	0
28	1	5	NaN	0
40	1	9	0.463	1
44	1	12	0.580	1
48	1	10	NaN	0
52	1	6	0.462	1
56	1	13	0.481	1
60	1	3	0.474	1
64	1	8	0.401	1
68	1	2	0.494	1
72	1	3	0.484	1
76	1	5	NaN	0
80	1	1	0.436	1
84	1	8	0.469	1
88	1	12	NaN	0
96	1	6	0.446	1
100	1	9	0.399	1
116	1	2	NaN	0
120	1	11	0.590	1
132	1	13	0.585	1
136	1	10	0.459	1
140	1	4	0.511	1
144	1	7	0.481	1
148	1	12	0.446	1
152	1	7	0.488	1
160	1	1	0.596	1
168	1	11	0.346	1
172	1	4	0.437	1
176	1	13	NaN	0
180	1	5	0.406	1
184	1	2	NaN	0
188	1	8	0.490	1
196	1	3	0.459	1
200	1	10	0.414	1
204	1	6	0.333	1
208	1	9	0.349	1
212	1	4	0.453	1
216	1	7	0.575	1
220	1	8	0.352	1
224	1	2	0.441	1
228	1	12	0.396	1
232	1	11	0.707	1
236	1	1	0.880	1
240	1	13	NaN	0
244	1	3	0.382	1
252	1	5	0.431	1
256	1	6	0.428	1
264	1	9	0.614	1
268	1	10	NaN	0
