task	run	trial	onset	item	fixtime	fixcol	resp	acc	rt
1	3	1	12	11	0.800	1	1	1	0.824
1	3	2	16	3	0.700	1	1	1	0.375
1	3	3	20	6	0.200	2	2	1	0.457
1	3	4	24	NaN	NaN	NaN	NaN	NaN	NaN
1	3	5	28	12	0.450	2	NaN	0	NaN
1	3	6	32	NaN	NaN	NaN	NaN	NaN	NaN
1	3	7	36	NaN	NaN	NaN	NaN	NaN	NaN
1	3	8	40	7	0.100	1	1	1	0.624
1	3	9	44	4	0.300	1	1	1	0.418
1	3	10	48	2	0.900	2	2	1	0.303
1	3	11	52	5	0.600	1	1	1	0.393
1	3	12	56	8	0.150	1	1	1	0.456
1	3	13	60	13	0.150	1	1	1	0.406
1	3	14	64	10	0.250	2	2	1	0.370
1	3	15	68	9	0.900	1	1	1	0.410
1	3	16	72	1	0.300	2	2	1	0.396
1	3	17	76	8	0.300	1	1	1	0.311
1	3	18	80	3	0.450	2	2	1	0.330
1	3	19	84	2	0.250	2	2	1	0.483
1	3	20	88	1	0.150	1	1	1	0.347
1	3	21	92	5	0.150	1	1	1	0.479
1	3	22	96	9	0.350	2	2	1	0.425
1	3	23	100	6	0.600	2	2	1	0.605
1	3	24	104	4	0.500	2	2	1	0.429
1	3	25	108	11	0.500	2	2	1	0.359
1	3	26	112	7	0.250	1	1	1	0.463
1	3	27	116	13	0.150	1	1	1	0.562
1	3	28	120	NaN	NaN	NaN	NaN	NaN	NaN
1	3	29	124	10	0.800	1	1	1	0.448
1	3	30	128	12	0.700	2	2	1	0.394
1	3	31	132	10	0.800	1	1	1	0.523
1	3	32	136	2	0.250	2	2	1	0.476
1	3	33	140	8	0.700	1	1	1	0.490
1	3	34	144	1	0.200	1	1	1	0.455
1	3	35	148	9	0.800	1	1	1	0.395
1	3	36	152	6	0.600	1	NaN	0	NaN
1	3	37	156	5	0.500	2	2	1	0.389
1	3	38	160	12	0.850	1	1	1	0.547
1	3	39	164	13	0.300	1	1	1	0.327
1	3	40	168	7	0.650	2	NaN	0	NaN
1	3	41	172	3	0.300	2	2	1	0.420
1	3	42	176	NaN	NaN	NaN	NaN	NaN	NaN
1	3	43	180	4	0.150	2	2	1	0.496
1	3	44	184	11	0.600	2	2	1	0.357
1	3	45	188	13	0.900	2	2	1	0.352
1	3	46	192	NaN	NaN	NaN	NaN	NaN	NaN
1	3	47	196	1	0.200	2	2	1	0.411
1	3	48	200	NaN	NaN	NaN	NaN	NaN	NaN
1	3	49	204	NaN	NaN	NaN	NaN	NaN	NaN
1	3	50	208	NaN	NaN	NaN	NaN	NaN	NaN
1	3	51	212	5	0.300	1	1	1	0.379
1	3	52	216	9	0.550	2	2	1	0.335
1	3	53	220	12	0.150	1	2	0	0.469
1	3	54	224	3	0.100	1	1	1	0.451
1	3	55	228	NaN	NaN	NaN	NaN	NaN	NaN
1	3	56	232	NaN	NaN	NaN	NaN	NaN	NaN
1	3	57	236	4	0.200	2	2	1	0.483
1	3	58	240	7	0.900	2	2	1	0.465
1	3	59	244	2	0.300	2	2	1	0.497
1	3	60	248	8	0.900	1	1	1	0.461
1	3	61	252	11	0.400	2	2	1	0.411
1	3	62	256	10	0.400	2	NaN	0	NaN
1	3	63	260	NaN	NaN	NaN	NaN	NaN	NaN
1	3	64	264	6	0.800	1	1	1	0.396
1	3	65	268	NaN	NaN	NaN	NaN	NaN	NaN
