onset	duration	node	response_time	accuracy
12	1	3	0.511	1
28	1	1	0.469	1
32	1	5	0.433	1
36	1	8	0.459	1
40	1	7	0.677	1
44	1	2	0.525	1
48	1	11	0.531	1
52	1	13	0.363	1
56	1	6	0.579	1
64	1	12	0.459	1
68	1	10	0.341	1
72	1	4	0.417	1
76	1	9	0.555	1
80	1	2	0.478	1
84	1	3	0.440	1
88	1	1	0.429	1
96	1	11	NaN	0
100	1	6	0.449	1
104	1	8	0.390	1
108	1	5	0.574	1
116	1	12	0.469	1
120	1	7	0.321	1
124	1	4	0.296	1
128	1	13	0.363	1
132	1	10	0.505	1
140	1	9	0.512	1
144	1	3	0.377	1
148	1	9	0.485	1
156	1	1	0.571	1
160	1	6	NaN	0
164	1	13	NaN	0
168	1	11	0.433	1
172	1	4	0.526	1
176	1	7	0.362	1
180	1	10	0.533	1
184	1	2	0.478	1
188	1	5	0.349	1
192	1	8	0.546	1
196	1	12	0.608	1
204	1	6	0.395	1
216	1	10	NaN	0
220	1	4	0.368	1
224	1	2	0.382	1
228	1	9	0.416	1
236	1	7	0.469	1
240	1	3	0.442	1
244	1	12	0.546	1
252	1	11	0.587	1
256	1	1	0.395	1
260	1	13	0.475	1
264	1	5	NaN	0
268	1	8	0.482	1
