onset	duration	node	response_time	accuracy
12	1	11	0.824	1
16	1	3	0.375	1
20	1	6	0.457	1
28	1	12	NaN	0
40	1	7	0.624	1
44	1	4	0.418	1
48	1	2	0.303	1
52	1	5	0.393	1
56	1	8	0.456	1
60	1	13	0.406	1
64	1	10	0.370	1
68	1	9	0.410	1
72	1	1	0.396	1
76	1	8	0.311	1
80	1	3	0.330	1
84	1	2	0.483	1
88	1	1	0.347	1
92	1	5	0.479	1
96	1	9	0.425	1
100	1	6	0.605	1
104	1	4	0.429	1
108	1	11	0.359	1
112	1	7	0.463	1
116	1	13	0.562	1
124	1	10	0.448	1
128	1	12	0.394	1
132	1	10	0.523	1
136	1	2	0.476	1
140	1	8	0.490	1
144	1	1	0.455	1
148	1	9	0.395	1
152	1	6	NaN	0
156	1	5	0.389	1
160	1	12	0.547	1
164	1	13	0.327	1
168	1	7	NaN	0
172	1	3	0.420	1
180	1	4	0.496	1
184	1	11	0.357	1
188	1	13	0.352	1
196	1	1	0.411	1
212	1	5	0.379	1
216	1	9	0.335	1
220	1	12	0.469	0
224	1	3	0.451	1
236	1	4	0.483	1
240	1	7	0.465	1
244	1	2	0.497	1
248	1	8	0.461	1
252	1	11	0.411	1
256	1	10	NaN	0
264	1	6	0.396	1
