onset	duration	node	response_time	accuracy
12	1	4	0.604	1
16	1	1	0.497	1
20	1	7	0.493	1
24	1	11	0.444	1
28	1	5	0.435	1
40	1	9	0.467	1
44	1	12	0.442	1
48	1	10	0.436	1
52	1	6	0.616	1
56	1	13	0.315	1
60	1	3	0.708	1
64	1	8	0.506	1
68	1	2	0.506	1
72	1	3	0.444	1
76	1	5	0.697	1
80	1	1	0.384	1
84	1	8	0.403	1
88	1	12	0.549	1
96	1	6	0.502	1
100	1	9	0.385	0
116	1	2	NaN	0
120	1	11	0.454	1
132	1	13	0.744	1
136	1	10	0.634	1
140	1	4	NaN	0
144	1	7	0.485	1
148	1	12	0.498	1
152	1	7	0.407	1
160	1	1	0.380	1
168	1	11	0.482	1
172	1	4	0.566	1
176	1	13	0.656	1
180	1	5	0.513	1
184	1	2	0.427	1
188	1	8	0.560	1
196	1	3	0.327	1
200	1	10	0.448	1
204	1	6	0.337	1
208	1	9	0.375	1
212	1	4	0.424	1
216	1	7	0.653	1
220	1	8	0.385	1
224	1	2	NaN	0
228	1	12	0.448	1
232	1	11	0.641	1
236	1	1	0.673	1
240	1	13	NaN	0
244	1	3	0.587	1
252	1	5	0.556	1
256	1	6	0.525	1
264	1	9	0.372	1
268	1	10	0.660	1
