task	run	trial	onset	item	fixtime	fixcol	resp	acc	rt
1	2	1	12	7	0.150	2	2	1	0.543
1	2	2	16	3	0.350	2	2	1	0.400
1	2	3	20	11	0.350	2	2	1	0.349
1	2	4	24	12	0.550	2	2	1	0.341
1	2	5	28	10	0.350	2	2	1	0.341
1	2	6	32	1	0.650	2	2	1	0.383
1	2	7	36	4	0.650	1	1	1	0.326
1	2	8	40	13	0.400	1	1	1	0.321
1	2	9	44	6	0.150	1	1	1	0.401
1	2	10	48	NaN	NaN	NaN	NaN	NaN	NaN
1	2	11	52	2	0.400	2	2	1	0.376
1	2	12	56	5	0.800	2	2	1	0.345
1	2	13	60	9	0.800	2	2	1	0.358
1	2	14	64	8	0.900	2	2	1	0.339
1	2	15	68	12	0.900	1	1	1	0.395
1	2	16	72	1	0.300	2	2	1	0.472
1	2	17	76	NaN	NaN	NaN	NaN	NaN	NaN
1	2	18	80	13	0.400	1	1	1	0.463
1	2	19	84	2	0.100	2	2	1	0.574
1	2	20	88	NaN	NaN	NaN	NaN	NaN	NaN
1	2	21	92	5	0.850	1	1	1	0.469
1	2	22	96	11	0.200	1	1	1	0.419
1	2	23	100	7	0.200	2	2	1	0.458
1	2	24	104	3	0.300	2	2	1	0.372
1	2	25	108	6	0.300	1	1	1	0.397
1	2	26	112	NaN	NaN	NaN	NaN	NaN	NaN
1	2	27	116	10	0.400	1	1	1	0.466
1	2	28	120	4	0.150	1	1	1	0.428
1	2	29	124	9	0.450	1	1	1	0.342
1	2	30	128	8	0.550	2	2	1	0.362
1	2	31	132	7	0.500	1	1	1	0.400
1	2	32	136	1	0.300	2	2	1	0.401
1	2	33	140	8	0.600	1	1	1	0.417
1	2	34	144	13	0.350	1	1	1	0.385
1	2	35	148	11	0.150	1	1	1	0.511
1	2	36	152	NaN	NaN	NaN	NaN	NaN	NaN
1	2	37	156	5	0.200	1	1	1	0.439
1	2	38	160	10	0.550	1	1	1	0.327
1	2	39	164	12	0.900	1	1	1	0.379
1	2	40	168	3	0.850	1	1	1	0.357
1	2	41	172	2	0.700	2	2	1	0.316
1	2	42	176	NaN	NaN	NaN	NaN	NaN	NaN
1	2	43	180	6	0.700	2	2	1	0.424
1	2	44	184	4	0.900	2	2	1	0.389
1	2	45	188	NaN	NaN	NaN	NaN	NaN	NaN
1	2	46	192	9	0.150	2	2	1	0.448
1	2	47	196	NaN	NaN	NaN	NaN	NaN	NaN
1	2	48	200	3	0.700	2	2	1	0.378
1	2	49	204	5	0.850	2	2	1	0.324
1	2	50	208	10	0.150	1	1	1	0.425
1	2	51	212	NaN	NaN	NaN	NaN	NaN	NaN
1	2	52	216	13	0.200	2	2	1	0.444
1	2	53	220	6	0.250	2	2	1	0.374
1	2	54	224	9	0.700	1	1	1	0.316
1	2	55	228	4	0.900	2	2	1	0.348
1	2	56	232	2	0.850	1	1	1	0.426
1	2	57	236	8	0.150	1	1	1	0.507
1	2	58	240	11	0.200	2	2	1	0.464
1	2	59	244	7	0.150	1	1	1	0.538
1	2	60	248	NaN	NaN	NaN	NaN	NaN	NaN
1	2	61	252	1	0.250	1	1	1	0.422
1	2	62	256	NaN	NaN	NaN	NaN	NaN	NaN
1	2	63	260	NaN	NaN	NaN	NaN	NaN	NaN
1	2	64	264	12	0.350	1	1	1	0.386
1	2	65	268	NaN	NaN	NaN	NaN	NaN	NaN
