onset	duration	node	response_time	accuracy
12	1	9	0.395	1
16	1	1	0.420	1
20	1	12	0.324	1
36	1	13	0.346	1
40	1	8	0.341	1
44	1	4	0.365	1
48	1	6	0.514	1
52	1	5	0.312	1
56	1	7	0.332	1
60	1	2	0.398	1
68	1	11	0.378	1
76	1	3	0.446	1
80	1	10	0.345	1
84	1	7	0.461	1
88	1	9	0.442	1
92	1	8	0.383	1
96	1	4	0.407	1
100	1	12	0.434	1
104	1	13	0.376	1
108	1	3	0.342	1
112	1	2	0.365	1
116	1	5	0.457	1
124	1	11	0.388	1
128	1	6	0.350	1
132	1	1	0.358	1
136	1	10	0.416	1
148	1	3	0.477	1
152	1	11	0.355	1
156	1	6	0.429	1
160	1	4	0.428	1
168	1	13	0.369	1
172	1	8	0.331	1
176	1	7	0.394	1
180	1	5	0.473	1
184	1	9	0.408	1
188	1	1	0.376	1
192	1	2	0.421	1
200	1	12	0.438	1
204	1	10	0.390	1
208	1	10	0.421	1
212	1	4	0.421	1
216	1	13	0.426	1
220	1	7	0.393	1
224	1	2	0.363	1
232	1	5	0.408	1
236	1	11	0.427	1
244	1	1	0.471	1
248	1	9	0.403	1
252	1	6	0.373	1
256	1	8	0.485	1
264	1	12	0.418	1
268	1	3	0.375	1
