onset	duration	node	response_time	accuracy
12	1	7	0.638	1
16	1	3	0.336	1
20	1	11	0.352	1
24	1	12	0.322	1
28	1	10	0.334	1
32	1	1	0.329	1
36	1	4	0.425	1
40	1	13	0.341	1
44	1	6	0.451	1
52	1	2	0.439	1
56	1	5	0.351	1
60	1	9	0.339	1
64	1	8	0.352	1
68	1	12	0.368	1
72	1	1	0.438	1
80	1	13	0.774	1
84	1	2	0.479	1
92	1	5	0.431	1
96	1	11	0.423	1
100	1	7	0.395	1
104	1	3	0.442	1
108	1	6	0.412	1
116	1	10	0.452	1
120	1	4	0.434	1
124	1	9	0.371	1
128	1	8	0.327	1
132	1	7	0.376	1
136	1	1	0.414	1
140	1	8	0.474	1
144	1	13	0.396	1
148	1	11	0.479	1
156	1	5	0.433	1
160	1	10	0.341	1
164	1	12	0.284	1
168	1	3	0.333	1
172	1	2	0.317	1
180	1	6	0.418	1
184	1	4	0.368	1
192	1	9	0.433	1
200	1	3	0.410	1
204	1	5	0.300	1
208	1	10	0.484	1
216	1	13	0.482	1
220	1	6	0.391	1
224	1	9	0.356	1
228	1	4	0.421	1
232	1	2	0.434	1
236	1	8	0.567	1
240	1	11	0.592	1
244	1	7	0.505	1
252	1	1	0.458	1
264	1	12	0.417	1
