task	run	trial	onset	item	fixtime	fixcol	resp	acc	rt
2	2	1	12	7	0.150	2	2	1	0.638
2	2	2	16	3	0.350	2	2	1	0.336
2	2	3	20	11	0.350	2	2	1	0.352
2	2	4	24	12	0.550	2	2	1	0.322
2	2	5	28	10	0.350	2	2	1	0.334
2	2	6	32	1	0.650	2	2	1	0.329
2	2	7	36	4	0.650	1	1	1	0.425
2	2	8	40	13	0.400	1	1	1	0.341
2	2	9	44	6	0.150	1	1	1	0.451
2	2	10	48	NaN	NaN	NaN	NaN	NaN	NaN
2	2	11	52	2	0.400	2	2	1	0.439
2	2	12	56	5	0.800	2	2	1	0.351
2	2	13	60	9	0.800	2	2	1	0.339
2	2	14	64	8	0.900	2	2	1	0.352
2	2	15	68	12	0.900	1	1	1	0.368
2	2	16	72	1	0.300	2	2	1	0.438
2	2	17	76	NaN	NaN	NaN	NaN	NaN	NaN
2	2	18	80	13	0.400	1	1	1	0.774
2	2	19	84	2	0.100	2	2	1	0.479
2	2	20	88	NaN	NaN	NaN	NaN	NaN	NaN
2	2	21	92	5	0.850	1	1	1	0.431
2	2	22	96	11	0.200	1	1	1	0.423
2	2	23	100	7	0.200	2	2	1	0.395
2	2	24	104	3	0.300	2	2	1	0.442
2	2	25	108	6	0.300	1	1	1	0.412
2	2	26	112	NaN	NaN	NaN	NaN	NaN	NaN
2	2	27	116	10	0.400	1	1	1	0.452
2	2	28	120	4	0.150	1	1	1	0.434
2	2	29	124	9	0.450	1	1	1	0.371
2	2	30	128	8	0.550	2	2	1	0.327
2	2	31	132	7	0.500	1	1	1	0.376
2	2	32	136	1	0.300	2	2	1	0.414
2	2	33	140	8	0.600	1	1	1	0.474
2	2	34	144	13	0.350	1	1	1	0.396
2	2	35	148	11	0.150	1	1	1	0.479
2	2	36	152	NaN	NaN	NaN	NaN	NaN	NaN
2	2	37	156	5	0.200	1	1	1	0.433
2	2	38	160	10	0.550	1	1	1	0.341
2	2	39	164	12	0.900	1	1	1	0.284
2	2	40	168	3	0.850	1	1	1	0.333
2	2	41	172	2	0.700	2	2	1	0.317
2	2	42	176	NaN	NaN	NaN	NaN	NaN	NaN
2	2	43	180	6	0.700	2	2	1	0.418
2	2	44	184	4	0.900	2	2	1	0.368
2	2	45	188	NaN	NaN	NaN	NaN	NaN	NaN
2	2	46	192	9	0.150	2	2	1	0.433
2	2	47	196	NaN	NaN	NaN	NaN	NaN	NaN
2	2	48	200	3	0.700	2	2	1	0.410
2	2	49	204	5	0.850	2	2	1	0.300
2	2	50	208	10	0.150	1	1	1	0.484
2	2	51	212	NaN	NaN	NaN	NaN	NaN	NaN
2	2	52	216	13	0.200	2	2	1	0.482
2	2	53	220	6	0.250	2	2	1	0.391
2	2	54	224	9	0.700	1	1	1	0.356
2	2	55	228	4	0.900	2	2	1	0.421
2	2	56	232	2	0.850	1	1	1	0.434
2	2	57	236	8	0.150	1	1	1	0.567
2	2	58	240	11	0.200	2	2	1	0.592
2	2	59	244	7	0.150	1	1	1	0.505
2	2	60	248	NaN	NaN	NaN	NaN	NaN	NaN
2	2	61	252	1	0.250	1	1	1	0.458
2	2	62	256	NaN	NaN	NaN	NaN	NaN	NaN
2	2	63	260	NaN	NaN	NaN	NaN	NaN	NaN
2	2	64	264	12	0.350	1	1	1	0.417
2	2	65	268	NaN	NaN	NaN	NaN	NaN	NaN
