onset	duration	node	response_time	accuracy
12	1	7	0.543	1
16	1	3	0.400	1
20	1	11	0.349	1
24	1	12	0.341	1
28	1	10	0.341	1
32	1	1	0.383	1
36	1	4	0.326	1
40	1	13	0.321	1
44	1	6	0.401	1
52	1	2	0.376	1
56	1	5	0.345	1
60	1	9	0.358	1
64	1	8	0.339	1
68	1	12	0.395	1
72	1	1	0.472	1
80	1	13	0.463	1
84	1	2	0.574	1
92	1	5	0.469	1
96	1	11	0.419	1
100	1	7	0.458	1
104	1	3	0.372	1
108	1	6	0.397	1
116	1	10	0.466	1
120	1	4	0.428	1
124	1	9	0.342	1
128	1	8	0.362	1
132	1	7	0.400	1
136	1	1	0.401	1
140	1	8	0.417	1
144	1	13	0.385	1
148	1	11	0.511	1
156	1	5	0.439	1
160	1	10	0.327	1
164	1	12	0.379	1
168	1	3	0.357	1
172	1	2	0.316	1
180	1	6	0.424	1
184	1	4	0.389	1
192	1	9	0.448	1
200	1	3	0.378	1
204	1	5	0.324	1
208	1	10	0.425	1
216	1	13	0.444	1
220	1	6	0.374	1
224	1	9	0.316	1
228	1	4	0.348	1
232	1	2	0.426	1
236	1	8	0.507	1
240	1	11	0.464	1
244	1	7	0.538	1
252	1	1	0.422	1
264	1	12	0.386	1
