onset	duration	node	response_time	accuracy
12	1	9	0.610	1
16	1	1	0.345	1
20	1	12	0.458	1
36	1	13	0.380	1
40	1	8	0.389	1
44	1	4	0.290	1
48	1	6	0.372	1
52	1	5	0.347	1
56	1	7	0.330	1
60	1	2	0.401	1
68	1	11	0.317	1
76	1	3	0.439	1
80	1	10	0.321	1
84	1	7	0.419	1
88	1	9	0.377	1
92	1	8	0.361	1
96	1	4	0.439	1
100	1	12	0.425	1
104	1	13	0.415	1
108	1	3	0.417	1
112	1	2	0.462	1
116	1	5	0.402	1
124	1	11	0.302	1
128	1	6	0.303	1
132	1	1	0.286	1
136	1	10	0.370	0
148	1	3	0.413	1
152	1	11	0.320	1
156	1	6	0.415	1
160	1	4	0.416	1
168	1	13	0.380	1
172	1	8	0.457	1
176	1	7	0.444	1
180	1	5	0.338	1
184	1	9	0.409	1
188	1	1	0.386	1
192	1	2	0.309	1
200	1	12	0.383	1
204	1	10	0.391	1
208	1	10	0.406	1
212	1	4	0.317	1
216	1	13	0.368	1
220	1	7	0.366	1
224	1	2	0.316	1
232	1	5	0.366	1
236	1	11	0.399	1
244	1	1	0.394	1
248	1	9	0.341	1
252	1	6	0.336	1
256	1	8	0.451	1
264	1	12	0.361	0
268	1	3	0.387	1
