task	run	trial	onset	item	fixtime	fixcol	resp	acc	rt
1	3	1	12	5	0.350	2	2	1	0.526
1	3	2	16	13	0.450	2	2	1	0.383
1	3	3	20	7	0.700	2	2	1	0.328
1	3	4	24	10	0.450	2	2	1	0.364
1	3	5	28	2	0.100	2	2	1	0.530
1	3	6	32	11	0.350	1	1	1	0.458
1	3	7	36	NaN	NaN	NaN	NaN	NaN	NaN
1	3	8	40	4	0.600	1	1	1	0.417
1	3	9	44	1	0.300	1	1	1	0.399
1	3	10	48	NaN	NaN	NaN	NaN	NaN	NaN
1	3	11	52	NaN	NaN	NaN	NaN	NaN	NaN
1	3	12	56	6	0.900	2	2	1	0.418
1	3	13	60	9	0.400	1	1	1	0.415
1	3	14	64	12	0.850	1	1	1	0.389
1	3	15	68	8	0.500	1	1	1	0.492
1	3	16	72	NaN	NaN	NaN	NaN	NaN	NaN
1	3	17	76	3	0.650	1	1	1	0.467
1	3	18	80	7	0.100	2	2	1	0.485
1	3	19	84	1	0.450	1	1	1	0.470
1	3	20	88	NaN	NaN	NaN	NaN	NaN	NaN
1	3	21	92	10	0.100	1	1	1	0.520
1	3	22	96	NaN	NaN	NaN	NaN	NaN	NaN
1	3	23	100	5	0.750	2	2	1	0.458
1	3	24	104	NaN	NaN	NaN	NaN	NaN	NaN
1	3	25	108	2	0.450	2	2	1	0.419
1	3	26	112	12	0.700	1	1	1	0.405
1	3	27	116	13	0.200	2	2	1	0.457
1	3	28	120	NaN	NaN	NaN	NaN	NaN	NaN
1	3	29	124	9	0.300	2	2	1	0.553
1	3	30	128	4	0.350	2	2	1	0.504
1	3	31	132	8	0.900	1	1	1	0.420
1	3	32	136	11	0.550	2	2	1	0.403
1	3	33	140	6	0.450	1	1	1	0.381
1	3	34	144	3	0.550	2	2	1	0.567
1	3	35	148	4	0.750	2	2	1	0.433
1	3	36	152	NaN	NaN	NaN	NaN	NaN	NaN
1	3	37	156	1	0.700	2	2	1	0.426
1	3	38	160	NaN	NaN	NaN	NaN	NaN	NaN
1	3	39	164	3	0.200	1	1	1	0.491
1	3	40	168	10	0.600	2	2	1	0.350
1	3	41	172	6	0.300	1	1	1	0.459
1	3	42	176	11	0.750	1	1	1	0.455
1	3	43	180	8	0.100	2	2	1	0.525
1	3	44	184	9	0.100	1	1	1	0.506
1	3	45	188	12	0.100	1	1	1	0.488
1	3	46	192	13	0.800	1	1	1	0.437
1	3	47	196	2	0.650	1	1	1	0.461
1	3	48	200	NaN	NaN	NaN	NaN	NaN	NaN
1	3	49	204	5	0.500	1	1	1	0.475
1	3	50	208	7	0.200	1	1	1	0.483
1	3	51	212	NaN	NaN	NaN	NaN	NaN	NaN
1	3	52	216	13	0.350	1	1	1	0.437
1	3	53	220	12	0.800	2	2	1	0.371
1	3	54	224	3	0.200	1	1	1	0.533
1	3	55	228	NaN	NaN	NaN	NaN	NaN	NaN
1	3	56	232	2	0.100	1	1	1	0.500
1	3	57	236	4	0.550	2	2	1	0.346
1	3	58	240	7	0.700	2	2	1	0.464
1	3	59	244	1	0.550	2	2	1	0.416
1	3	60	248	8	0.400	1	1	1	0.477
1	3	61	252	9	0.200	2	2	1	0.528
1	3	62	256	5	0.100	2	2	1	0.547
1	3	63	260	10	0.900	2	2	1	0.438
1	3	64	264	11	0.800	2	2	1	0.362
1	3	65	268	6	0.600	1	1	1	0.436
